wage,training,isMale,experience,education,isUrban,isAge50,motivation
2322.85,0,0,9.8,15.0,1,0,0.0619
4373.23,1,0,16.0,17.6,1,1,0.0684
2526.63,0,1,15.7,12.1,1,0,-0.9106
2227.05,1,1,9.3,15.8,0,0,-0.1539
3985.62,1,1,13.0,14.1,1,0,1.2744
2479.78,1,1,1.7,15.0,1,1,-0.918
3213.12,1,1,11.2,11.6,1,0,1.6892
2187.01,1,0,6.5,11.5,0,1,0.8378
2950.45,0,1,14.4,19.2,1,0,-0.8937
2226.66,0,1,13.5,17.4,1,0,-1.1338
2590.96,1,1,6.7,15.4,1,0,0.1096
2180.99,1,0,7.1,14.9,1,0,-1.2148
2955.03,1,0,16.9,19.2,0,0,1.5329
1464.41,0,0,9.2,12.9,1,0,-0.2414
1724.6,0,0,8.3,13.1,0,0,0.9525
2037.25,0,0,11.2,10.6,1,1,-1.695
1409.58,0,0,12.9,9.9,0,0,-0.3314
1720.25,0,1,7.7,12.4,1,0,0.2399
2374.48,1,0,9.9,16.1,0,1,1.4488
2810.61,1,1,9.3,17.6,0,0,0.4806
1496.25,0,1,6.6,11.6,0,0,-1.627
2673.21,1,0,9.3,14.8,1,1,0.8032
3036.94,0,1,9.7,15.5,1,0,-0.0212
1802.88,1,1,14.8,9.1,0,1,-1.6339
2826.36,1,1,6.2,19.0,0,0,-1.9473
2163.7,1,1,11.1,12.0,1,0,-1.134
1098.6,1,0,0.0,11.8,0,1,-0.2142
2205.15,1,0,10.2,20.3,0,0,0.5214
3752.79,1,1,11.3,14.2,1,1,1.8987
3092.05,1,1,8.4,17.6,1,1,0.4316
3067.75,1,0,10.3,13.9,1,0,-0.301
2300.39,1,1,4.6,15.8,1,0,0.6723
2833.14,1,1,9.6,17.8,0,1,0.4528
2117.23,0,1,16.2,14.8,1,0,-2.5318
2124.34,1,0,5.9,13.5,1,0,-0.5452
2224.1,0,0,15.6,12.2,1,0,-0.2291
2438.51,1,1,9.6,13.0,1,1,-0.388
1569.32,0,1,19.5,8.3,1,0,-0.1627
1694.98,0,0,16.0,10.1,0,1,0.0946
2374.17,1,1,16.2,11.4,1,0,0.6832
1424.17,1,0,0.0,10.7,1,0,0.5309
2620.86,1,1,12.6,11.8,1,0,0.1996
3614.76,1,1,4.6,18.5,1,1,1.2026
1904.22,1,1,6.6,15.1,1,0,-2.2012
2397.1,1,1,11.7,11.3,1,1,1.2239
2502.88,1,1,2.1,13.9,1,0,1.6367
3896.85,1,1,8.9,19.1,1,0,-1.5325
2892.88,0,1,13.2,15.1,1,0,-1.4338
1578.29,0,0,11.0,12.3,1,0,-0.5265
1571.44,1,1,9.8,9.3,0,1,-0.498
1661.77,1,0,5.5,11.2,1,0,-0.6647
1349.29,1,0,0.0,9.4,1,0,0.5342
2960.93,0,0,7.7,20.0,1,0,-0.109
1677.66,1,0,6.9,15.6,1,0,-1.1878
2601.74,1,1,21.1,13.0,1,0,-0.6615
2478.62,1,1,4.8,15.2,1,0,0.4505
2789.41,0,0,21.6,13.3,1,0,0.2731
1945.42,0,1,13.2,11.9,1,0,-2.2053
2286.49,1,0,18.7,10.5,1,0,2.2919
1552.48,0,0,8.0,8.0,1,0,1.3681
2229.47,1,1,7.7,15.7,1,0,-0.1879
2457.06,1,1,6.7,11.6,1,1,1.412
2494.94,1,0,6.7,15.7,1,0,-0.7539
2568.71,1,1,6.7,14.5,1,0,-0.8186
1819.52,1,0,15.0,12.1,1,0,-0.3999
1624.93,0,1,12.2,15.4,1,0,-2.2494
1789.41,0,0,9.9,11.0,0,1,0.0733
2459.84,1,0,11.7,9.5,1,0,0.1617
2625.45,0,0,19.2,13.3,1,0,-1.3978
2888.27,0,0,13.7,15.2,1,1,0.043
1528.68,1,1,7.7,9.2,0,1,-1.3359
2319.6,1,1,15.3,10.7,1,0,-0.5236
1646.95,1,0,6.1,11.0,1,0,0.6264
1425.75,1,0,3.5,12.0,0,1,-0.2811
1752.16,0,0,12.2,15.1,0,0,-0.4766
3116.88,1,0,15.2,19.3,1,0,0.0924
2316.68,1,1,9.3,16.8,1,0,-1.345
2734.01,1,0,21.2,13.2,0,1,1.8675
4124.84,1,1,8.4,16.7,1,1,-0.0255
1403.59,0,0,7.6,11.4,1,0,-1.1695
2511.82,0,0,6.5,18.6,1,0,-1.382
3354.28,0,1,25.7,14.3,0,0,1.0066
3687.43,0,1,15.4,14.8,1,1,0.1943
2112.41,1,1,15.6,14.1,0,0,-1.5646
1380.14,1,0,3.4,9.9,1,0,-0.2219
1617.52,1,0,9.6,10.2,1,0,-0.5998
2161.59,1,0,3.8,16.5,1,0,0.1654
2552.98,0,1,16.0,14.4,1,0,-0.4268
2125.57,1,1,9.2,12.8,1,1,-0.0444
2086.97,0,1,9.6,10.8,1,0,-1.4222
2380.91,0,1,10.0,12.5,0,0,1.1675
2625.52,1,1,21.3,14.4,0,1,-1.4069
1466.57,0,0,17.2,11.0,0,0,-0.7387
1638.93,0,0,20.3,8.6,0,0,-0.3508
2404.0,1,1,17.6,12.0,0,1,-0.5922
3452.94,1,1,8.4,19.3,1,1,0.3301
2400.59,1,0,9.1,13.0,1,1,1.1249
2356.77,1,1,5.1,14.6,1,1,-0.1683
1868.93,1,0,7.6,13.7,1,1,-1.1334
2220.09,1,0,13.0,14.0,0,0,-0.814
2906.65,0,0,26.0,16.4,1,0,-2.8995
1708.71,0,0,13.2,10.7,1,0,-0.4668
3048.21,1,0,15.4,15.4,1,0,0.2912
2768.39,1,1,15.6,10.9,1,1,0.8093
1968.66,1,0,13.2,15.4,0,1,-0.7094
2942.18,1,0,12.5,19.7,0,0,-1.4127
3703.09,1,1,8.0,22.0,1,1,-0.2886
2365.65,0,0,13.8,16.1,1,0,1.0189
2939.53,1,1,14.1,15.4,1,1,-0.6038
2319.37,0,0,10.5,14.7,1,0,-1.1472
1990.9,1,1,9.5,11.8,1,1,-1.4308
2265.35,1,1,7.3,10.5,1,0,-0.3657
4176.65,1,0,9.0,19.3,1,1,0.857
2320.43,1,1,11.8,18.7,1,0,0.2495
1993.86,1,0,14.8,14.1,0,1,-0.6494
2078.46,1,0,8.7,12.2,1,1,-0.5864
3280.82,1,1,11.6,16.7,1,0,-0.0702
2834.98,0,1,12.7,15.4,1,1,1.4759
3730.15,1,1,9.6,19.2,1,0,-0.9088
2284.71,1,0,15.0,9.1,0,1,1.2185
2192.67,0,1,15.1,13.2,0,1,-0.8607
2568.81,0,0,11.3,16.9,1,1,0.8293
1871.16,1,1,2.1,10.0,1,1,0.0875
2244.65,1,0,6.7,17.5,0,0,-1.031
2520.25,0,0,0.6,14.5,1,1,0.0348
1639.69,0,1,4.1,14.0,1,0,0.4914
1363.85,0,0,8.3,8.8,1,1,-1.0962
1136.4,0,0,2.1,10.1,0,0,-0.2988
2335.94,1,1,3.9,13.7,1,1,-0.0871
3148.56,1,1,18.0,16.8,0,0,-0.0525
2052.11,0,0,15.2,16.1,0,0,-0.2549
2759.28,0,1,18.2,17.6,1,0,-1.3498
2128.86,1,0,12.5,10.4,0,1,1.5821
1683.5,1,1,6.5,14.6,1,0,-1.5086
2079.07,0,1,1.7,16.4,0,0,0.2103
2879.88,1,1,8.9,20.3,0,0,-0.5595
1685.6,0,1,14.7,12.3,0,0,0.2316
2928.18,1,1,5.6,12.6,1,0,0.721
1848.31,0,0,9.6,15.1,0,0,-2.3042
2161.55,0,1,6.8,16.7,0,0,0.1135
2548.69,1,0,5.7,13.0,1,0,0.9558
1756.96,0,0,9.1,14.6,1,0,-1.3991
1674.12,1,1,2.1,10.0,0,1,0.7708
2163.42,1,1,12.1,12.9,0,0,0.6989
2460.77,0,0,14.3,15.4,1,1,-1.1256
3511.58,1,1,16.1,11.2,0,0,0.4767
2019.37,1,0,8.9,13.8,0,0,-0.4377
3679.87,1,1,14.8,15.7,1,1,-0.0201
1796.61,1,1,12.0,11.3,1,0,-2.0771
1762.94,0,1,10.9,11.7,0,0,-0.8174
2556.58,1,0,0.0,14.9,1,0,2.3247
1908.41,1,1,0.0,10.9,1,1,1.7046
2785.28,1,1,4.9,14.3,1,1,0.6002
2092.78,1,1,11.2,13.2,0,1,-0.5571
3266.84,1,0,9.6,18.7,1,1,-0.4125
2716.1,1,0,13.4,15.1,1,0,-0.6411
3045.44,1,1,5.9,15.4,0,0,0.2083
2085.04,1,0,17.0,11.1,0,0,-0.5002
2120.42,0,1,3.2,10.9,1,0,-0.6145
2621.57,1,0,10.8,8.4,1,0,0.8224
1786.82,0,1,15.6,9.6,1,0,0.9672
1920.2,0,0,2.1,17.2,1,1,-0.5879
3243.75,1,1,13.0,18.0,1,1,-2.5066
2203.03,0,0,9.0,18.7,0,0,-2.1239
2403.86,1,0,10.4,16.6,1,0,1.3903
2998.35,1,0,15.3,18.0,1,0,-0.5697
2807.28,1,1,11.0,16.2,0,0,1.7873
1451.15,0,0,10.5,8.5,1,0,0.0828
3166.86,1,0,4.2,18.7,1,1,-0.2364
1543.91,1,0,9.4,15.5,1,0,0.6265
1961.19,0,1,6.9,11.7,1,0,-0.6597
2053.81,0,1,12.2,13.3,0,1,-0.7826
3732.8,1,1,17.5,16.0,1,1,-1.2422
3714.37,0,0,13.9,18.9,1,0,-0.6118
1487.32,0,0,4.8,8.4,1,1,0.3316
3093.17,1,0,14.8,17.6,1,0,-0.3815
2443.91,1,0,7.3,14.8,1,1,0.1292
2964.7,1,1,13.4,12.8,1,0,0.468
1258.1,1,0,2.2,12.5,0,1,1.2434
1470.87,0,1,5.0,11.1,1,0,0.182
2043.08,0,1,14.8,13.4,0,0,-0.5126
2917.54,1,1,5.6,14.3,0,1,1.8884
2337.84,0,0,12.6,15.4,0,0,-0.6314
1685.95,0,0,1.3,12.4,0,0,0.4485
1930.07,1,1,17.0,12.3,0,0,-1.4776
1624.39,1,1,10.3,11.8,0,0,-0.7735
1515.93,0,0,12.5,8.0,0,0,0.8173
3365.72,1,1,20.3,20.7,0,0,-0.9667
2931.52,1,1,13.3,16.7,1,0,-0.2216
1693.08,1,1,7.5,10.7,0,0,-0.3036
3237.76,1,1,15.0,10.7,1,1,1.3632
2376.03,1,1,5.7,14.6,0,0,-0.9028
2168.97,1,0,12.7,8.5,1,0,-1.7292
1610.14,0,1,8.4,9.9,1,0,0.6901
2567.09,0,1,17.7,15.4,0,1,-0.94
3502.34,1,1,11.3,12.8,1,1,-0.8837
1721.49,1,0,3.8,8.1,1,1,0.3375
2290.35,1,1,6.7,15.9,1,1,0.0318
2618.17,1,1,8.2,10.1,0,0,0.3213
2009.02,0,1,6.6,12.6,1,0,0.0478
2203.92,1,1,10.8,16.0,0,0,-1.5315
2504.41,1,1,12.6,13.0,0,1,0.1606
1763.28,0,0,12.4,12.5,0,1,-0.9276
2492.27,0,1,7.8,13.4,1,0,0.0008
1663.31,0,1,10.7,8.4,1,1,-1.0971
2025.4,0,1,4.3,16.0,1,1,-1.976
3027.11,1,0,10.7,18.0,1,0,0.3499
2771.32,0,1,6.7,16.5,1,0,1.5995
2875.23,1,0,11.5,17.5,1,1,0.2588
1599.08,1,1,8.7,9.0,1,1,-0.0684
2695.27,1,0,4.0,20.2,1,1,-0.3204
1839.61,0,0,6.9,13.6,1,0,-1.7019
2270.12,0,0,11.6,13.1,1,0,0.926
1950.09,1,0,2.0,10.8,1,0,1.5003
2592.43,0,0,6.2,17.4,0,0,0.2935
2225.95,1,1,9.3,12.9,0,0,-1.4992
3904.45,1,1,17.0,15.6,0,0,0.4188
3135.44,1,0,2.5,16.2,1,0,1.7073
1673.88,0,1,2.8,11.4,0,1,-0.06
1938.65,1,0,7.4,13.4,0,1,1.228
3207.83,1,1,9.7,16.2,1,0,0.0135
3018.99,1,1,18.4,14.3,1,0,0.2562
2858.8,0,0,7.8,17.7,1,0,0.6459
2513.51,1,1,6.0,13.3,0,1,0.1325
1566.66,0,0,10.0,11.7,1,0,-0.3468
2153.93,1,1,5.6,13.3,0,0,-0.9224
1688.35,1,0,0.0,12.3,1,1,-1.5005
2878.32,1,1,10.1,17.3,1,0,-1.2844
1666.24,1,0,3.9,14.8,1,0,-0.3537
1470.36,0,1,1.9,13.2,1,0,-0.6535
3594.7,1,1,12.1,18.9,1,0,0.4033
2513.4,1,1,13.5,11.9,1,0,-0.6738
2894.89,1,1,11.8,12.6,1,1,-0.9944
2766.61,1,1,9.9,15.9,0,0,0.6123
2820.8,1,1,14.1,17.4,0,1,-0.0038
2051.69,1,0,15.3,10.2,1,0,-0.5168
2702.76,1,1,13.1,13.8,0,0,-0.8613
1627.92,1,1,3.2,9.4,1,0,-0.5998
3264.76,0,1,11.5,16.5,0,1,-0.184
1872.82,1,0,11.1,15.0,1,0,0.4521
1321.09,0,0,8.7,12.4,0,1,-2.5223
3830.86,0,1,7.7,17.1,1,0,-0.2582
2740.81,0,1,11.2,15.5,1,0,-1.7691
3310.15,0,1,12.6,16.7,1,0,0.0567
3195.06,1,1,4.0,15.7,1,1,0.0294
2274.73,1,1,16.1,11.2,0,0,0.338
1580.99,1,0,7.5,10.2,1,1,0.1111
1990.55,0,1,12.3,13.4,0,0,-0.3432
3087.52,1,0,20.7,13.5,0,1,-0.2603
2969.39,1,1,15.6,13.7,1,0,-0.2165
3745.97,1,0,22.8,13.3,1,0,2.0982
2484.15,1,1,8.8,12.1,1,0,0.0349
3210.14,1,0,10.6,15.8,1,0,0.134
2447.3,1,1,5.1,15.7,0,1,-1.2653
1749.78,1,0,9.0,12.8,1,0,-1.0034
2480.86,1,0,8.8,16.7,1,0,0.9639
2533.86,1,0,10.3,14.5,1,0,1.0386
2156.24,0,0,13.7,13.4,1,0,0.479
2754.21,1,0,15.4,15.0,1,1,0.7454
1709.41,1,0,0.1,15.4,1,0,-0.326
3006.61,1,1,10.6,15.5,1,0,-0.7971
2335.69,1,0,16.2,17.7,0,1,-0.1061
947.45,0,0,0.0,10.3,0,1,-1.6943
1567.27,1,0,14.0,13.4,0,0,-0.3348
2690.41,0,1,9.9,15.2,0,0,-1.1032
1721.48,1,0,7.6,8.1,1,1,0.9642
2165.95,1,1,8.2,14.7,1,1,0.8336
2629.76,1,1,2.2,12.1,1,1,1.0601
3455.59,1,0,10.2,18.3,0,1,-0.1937
1562.91,0,0,9.9,11.3,0,0,-0.3178
2015.15,1,0,10.7,12.7,0,0,0.3278
2808.08,1,0,11.5,14.9,1,0,-0.7671
2537.64,1,0,6.3,15.3,0,1,1.4668
2642.67,0,1,14.8,11.7,1,1,0.9102
2034.05,1,0,8.7,14.6,0,1,0.2576
2090.7,1,1,19.5,10.6,1,1,-1.1703
3606.73,1,1,9.7,16.1,1,0,0.0339
2742.91,0,1,15.7,17.7,1,1,-0.5396
3248.28,1,1,12.0,15.5,1,1,0.7418
2332.9,1,0,9.8,13.3,1,1,1.2525
2665.63,0,1,8.2,15.4,1,0,0.0525
1957.82,0,1,14.9,8.7,1,0,-0.4418
3143.41,1,1,10.1,22.0,0,0,0.1134
2056.16,1,0,6.6,15.7,0,1,-0.2271
1555.73,0,1,0.0,9.9,1,1,-0.3398
2067.4,0,0,9.1,11.4,1,0,1.7665
3420.47,1,0,16.1,19.9,1,1,0.219
3086.72,0,1,14.1,16.2,1,0,-0.8105
2109.85,1,1,9.8,13.1,0,1,-0.6977
2508.14,1,1,16.2,14.0,1,0,0.3384
2905.74,1,0,8.8,20.1,1,0,1.6188
2627.04,1,0,13.3,14.5,1,0,0.3078
3783.4,1,0,15.9,20.8,1,0,-0.5942
4256.05,0,0,12.7,16.1,1,0,0.8567
2475.79,1,0,10.0,17.7,1,1,0.459
2474.17,1,1,11.8,15.3,0,0,1.1503
1723.37,1,1,7.6,8.0,1,0,0.3929
1142.58,0,0,9.1,8.0,1,0,-0.057
4080.36,1,1,7.8,17.9,1,0,0.4465
1390.48,0,0,0.5,11.1,0,1,-0.9291
2228.38,1,0,11.3,15.5,0,0,0.233
3604.69,1,1,2.9,16.7,1,0,1.0489
3248.63,1,1,14.9,11.5,1,1,2.2315
1882.36,1,1,12.1,13.9,0,1,-1.519
2632.31,0,0,13.1,15.3,1,1,-0.6314
2387.46,1,0,7.0,17.7,1,1,0.0201
3006.6,1,1,15.8,13.4,0,0,0.0693
1664.43,1,0,12.8,11.0,1,1,-0.3845
1486.92,0,0,11.2,12.9,0,0,-1.6414
2506.8,0,0,11.6,16.5,1,0,-1.1904
3160.31,1,1,9.0,18.3,1,0,-0.6198
1887.5,0,0,16.6,13.3,0,0,-1.4948
1846.0,0,1,13.0,10.6,0,0,-1.7794
1432.03,0,0,12.4,8.9,0,0,0.6441
2071.8,0,0,14.4,11.9,1,0,-0.721
2445.85,1,1,10.9,13.6,1,0,0.5911
1947.48,0,0,9.7,11.3,1,0,-0.9392
1315.81,1,0,6.7,12.9,0,0,0.4978
2961.0,1,1,12.4,10.8,1,1,-0.4916
1887.95,1,0,12.3,12.9,0,1,0.6559
3869.51,1,1,11.0,15.5,1,0,-0.8177
2142.07,0,0,15.5,15.0,0,1,0.1715
2645.75,1,1,8.8,14.6,0,1,0.1359
2530.89,0,1,9.2,15.3,0,0,0.5043
2554.04,1,1,12.1,13.3,0,0,1.2337
2386.99,1,1,12.2,12.8,0,1,-0.837
2262.95,1,0,7.2,13.9,1,1,-0.1381
2101.63,1,0,12.0,9.4,1,0,1.1526
3597.73,1,1,14.3,17.7,1,0,0.6596
2342.43,1,0,14.4,14.2,1,0,-0.2569
4363.81,1,1,4.9,16.1,1,0,2.5009
1368.54,0,0,7.6,11.8,0,0,0.0337
1410.03,1,0,3.4,15.0,0,0,-0.3786
2166.06,1,0,13.7,11.5,0,0,1.351
1214.04,0,0,10.6,8.5,1,1,0.0493
2084.19,1,1,9.8,13.7,0,0,-0.102
1865.4,0,1,12.3,12.5,1,0,-0.6571
1916.77,1,1,2.8,8.0,1,0,-0.1717
2619.12,1,0,16.6,10.7,1,0,1.02
1409.45,0,0,7.2,10.9,1,0,0.4573
1156.88,0,1,2.2,10.5,1,0,-1.9419
3494.2,0,1,9.1,19.5,0,0,-0.1761
1480.11,0,0,11.4,14.9,0,0,-1.2102
2095.25,1,0,9.7,12.1,1,1,1.1185
2692.12,0,0,11.8,17.2,0,0,-0.1495
2610.17,0,0,16.4,13.8,1,1,-1.099
1927.06,0,1,12.5,10.9,0,0,-0.1449
2532.37,1,0,2.0,17.6,0,0,0.9588
2738.63,1,1,15.9,12.1,1,0,1.711
1421.75,0,0,10.4,9.0,0,0,-1.2784
2152.61,1,1,8.4,11.3,1,0,1.2239
2257.41,1,1,10.9,11.1,0,1,-0.3734
1755.35,1,0,11.2,9.1,1,1,-0.8424
1911.21,0,0,17.8,13.4,0,0,-0.4986
3988.8,1,1,10.2,19.0,0,1,-0.1285
1688.43,0,0,7.0,10.6,1,1,-0.2633
2533.63,0,1,12.8,13.2,1,1,0.2206
2262.79,1,1,8.5,16.9,0,0,0.1166
4035.91,1,0,13.0,21.1,1,1,0.747
2463.78,0,1,6.6,19.2,0,0,-0.394
1914.99,0,0,12.7,8.0,0,0,0.6138
1781.34,0,0,10.1,13.5,1,0,0.0935
2166.73,1,1,5.7,14.9,0,1,-0.1651
2292.5,0,1,11.0,14.8,1,0,-0.8517
1982.42,1,0,6.5,15.5,0,1,-0.9728
2270.98,1,0,8.2,16.5,0,0,1.2551
3846.67,1,1,16.9,16.8,1,0,0.4278
2144.12,0,1,13.3,10.0,1,1,-0.6004
1996.81,1,0,3.5,16.1,0,1,0.7163
4484.24,1,1,11.3,17.6,1,0,2.78
2711.53,1,1,11.6,10.6,1,1,1.5486
1969.6,0,0,3.3,15.1,0,0,-0.4323
